Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
41740,White House and Senate negotiate a deal to help farmers and ranchers,11/15/17,1/16/03, ,"White House and the Senate negotiated a deal on $3.1 billion in assistance for farmers and ranchers affected by drought. The agreement would cover all farmers included in the program under the 2002 farm bill, regardless on crop losses.","Relief, Response & Restrictions",IMW
15171,Plants & Wildlife impact from Media submitted on 7/25/2005,7/25/05,1/1/03,12/31/04,"Mountain pine beetle outbreaks were found in every Western state and infected 2.2 million acres in 2003, up from 1.5 million in 2002, according to a Forest Service report released in August 2004.  Experts point to drought, hot summers and mild winters as causes for the outbreaks.  The acres of forest killed by beetles in Western states jumped from 1.4 million in 1997 to 8.6 million in 2004.Impact Source:  MediaMore Information:  http://californian.com/articles/2005/07/25//news/state/16_38_217_24_05.txt",Plants & Wildlife,IMW
41674,Drought to cause water problems in the west,11/8/17,11/21/02, ,"Water shortages from drought could occur at a severe level. Scientists conducted studies and were able to project what could happen along the Colorado River, the Bay Delta, and the Columbia River between Oregon and Washington state as early as 2025. The Colorado River will drop by more than a third and will release by 17 percent. The end of August of 2002, 40 percent of Lake Powell’s storage was depleted and Lake Mead is down 67 percent and will lose about 26 feet in elevation by the end of 2002. Another projection is that lower flows will cut hydropower by as much as 40 percent and there will be increased salinity in the Sacramento Delta. Temperatures in the Colorado River Basin states will increase by 2 to 3 degrees over the next century. California is implementing climate change in updated plans that include water supplies and water portfolios as well as having study plans.",Water Supply & Quality,IMW
41681,Drought-stricken states to receive assistance,4/8/03,9/3/02,3/11/03,"USDA will provide surplus stocks of non-fat dry milk to livestock producers in which drought hit the hardest. About one hundred counties in nine different states will meet the criteria. Criteria included being in a D4-Exception category on the Drought Monitor on or between September 3, 2002 and March 11, 2003. Agencies are trying to coordinate wildfire prevention and suppression efforts and aid people impacted by the drought. Administration ensured more than $4.4 billion in crop insurance was available to help cover losses. Also developed a $1 billion livestock conservation program.","Relief, Response & Restrictions",IMW
42785,Overall drought impacts in the United States,11/20/17,8/26/02, ,"The United States was hit hard overall due to drought. More than one-third of the states was in the most severe stages of dryness. Farms have been failing and elderly have been dying. The Colorado River is flowing at 14 percent of normal. Some wildfires have outraged the west coast with costs that was expected to hit $2 billion. Agriculture is down, exceeded $9 billion between six states.USA Today (VA), August 26, 2002","Agriculture, Fire, Society & Public Health, Water Supply & Quality",IMW
42787,Impacts of drought in the Western United States,11/20/17,8/26/02, ,"Texas declared 39 counties as flood disaster areas. Arizona did not get their typical monsoon rains. Santa Fe is seeing water rules as they only had 25 percent of their normal rainfall. Nevada saw wildfires and some areas in California are seeing water restrictions. USA Today (VA), August 26, 2002","Fire, Relief, Response & Restrictions",IMW
42863,Immediate relief for farmers in the West,11/30/17,7/12/02, ,"Millions of acres were released to 18 different states from the Agriculture Department for emergency haying and grazing. The Conservation Reserve Program paid farmers to put private lands off-limits to graze or farm. This provided immediate relief for farmers.Los Angeles Times (CA), July 12, 2002","Agriculture, Relief, Response & Restrictions",IMW
16012,"Relief, Response & Restrictions impact from Media submitted on 11/17/2005",11/17/05,7/11/02,7/11/02,"The U.S. Agriculture Department has released all Conservation Reserve Program lands in 18 states, totaling millions of acres, for emergency haying and grazing. The announcement came today and is meant as a form of drought relief for farmers and ranchers in need of forage for livestock. The states included in the announcement are: Arizona, Colorado, Georgia, Idaho, Kansas, Minnesota, Montana, Nebraska, New Mexico, North Carolina, North Dakota, Oklahoma, South Carolina, South Dakota, Texas, Utah, Virginia and Wyoming.Impact Source:  MediaMore Information:  http://story.news.yahoo.com/news?tmpl=story&u=/ap/20020711/ap_to_po/drought_land_1","Relief, Response & Restrictions",IMW
16701,Agriculture impact from NOAA submitted on 2/3/2006,2/3/06,1/1/02,12/31/02,"According to the National Climatic Data Center a widespread, moderate to extreme drought hit several dozen states in the Spring of 2002 and continued through early Fall 2002.  Drought affected large portions of the western states, the Great Plains, and much of the eastern U.S.  The drought resulted in damages estimated at over $10.0 billion nationwide.Impact Source:  NOAAMore Information:  http://lwf.ncdc.noaa.gov/oa/reports/billionz.htmlMonetary Loss:  $10B",Agriculture,IMW
41665,Drought Will Continue in the United States,11/7/17,5/16/00, ,"Droughts are causing wildfires in the west and lack of water in the heartland. At least 21 states are affected at some level. Drought caused a loss of about $6-$8 billion for agriculture in two years. Wells are dry, water costs are high for people who need more for farming and ranching. Lawns can be watered once a week and businesses such as sod farms pay $400 in fines to stay open. Soils are dry and ground is cracking. Farmers buy water that can total $2,000 per month.","Agriculture, Water Supply & Quality",IMW
